citation,name,publisher,cite_type,edition1,edition2,edition3,edition4,edition5,edition6,start_e1,start_e2,start_e3,start_e4,start_e5,start_e6,end_e1,end_e2,end_e3,end_e4,end_e5,end_e6,mlz_jurisdictions,variations,href,notes
Free. Ch.,Freeman's Mississippi Chancery Reports (1839-43),,state,Free. Ch.,,,,,,1839-01-01T00:00:00,,,,,,1843-12-31T00:00:00,,,,,,us:ms;supreme.court,"Fr. Ch., Fr. Chy., Freem., Freem. (Miss.), Freem. Ch., Freem. Ch. (Miss.)",,
Fulton County D. Rep.,Fulton County Daily Reporter,,state,Fulton County D. Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ga;supreme.court,,,
G. & J.,"Maryland Reports, Gill & Johnson",,state,G. & J.,,,,,,1829-01-01T00:00:00,,,,,,1842-12-31T00:00:00,,,,,,us:md;court.appeals,,,
G.D.R.,Gaming Dispute Reporter,,specialty,G.D.R.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,This reporter is unknown but occurs in relation to gaming disputes at tribal casinos
Ga.,Georgia Reports,,state,Ga.,,,,,,1846-01-01T00:00:00,,,,,,,,,,,,us:ga;supreme.court,"Ga. (Kelly), Ga. Rep.",,
Ga. App.,Georgia Appeals Reports,,state,Ga. App.,,,,,,1907-01-01T00:00:00,,,,,,,,,,,,us:ga;supreme.court,Ga.App.,,
Ga. App. LEXIS,LexisNexis Georgia Appeals Court,,state,Ga. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ga;appeals.court,,,
Ga. L. Rep.,Georgia Law Reporter,,state,Ga. L. Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ga;supreme.court,Ga. Law Reporter,,
Ga. LEXIS,LexisNexis Georgia Supreme Court,,state,Ga. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ga;supreme.court,,,
Gall.,"Gallison's Reports, United States Circuit Courts",,federal,Gall.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,"Gall. C.C.R., Gall. Rep., Gallison, Gallison's Rep.",,
Georgia Decisions,Georgia Decisions,,state,Georgia Decisions,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ga;supreme.court,,,
Gibb. Surr.,Gibbons' Surrogate's Reports,,state,Gibb. Surr.,,,,,,1893-01-01T00:00:00,,,,,,1898-12-31T00:00:00,,,,,,us:ny;court.appeals,,,
Gibbons,"Gibbons' Reports, New York Surrogate Court",,state,Gibbons,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Gibbons (N.Y.),,
Gild.,Gildersleeve Reports,,state,Gild.,,,,,,1883-01-01T00:00:00,,,,,,1889-12-31T00:00:00,,,,,,us:nm;supreme.court,"Gildersleeve, Gildr., N.M.(G.), N.M.(Gild.)",,
Gill,"Maryland Reports, Gill",,state,Gill,,,,,,1843-01-01T00:00:00,,,,,,1851-12-31T00:00:00,,,,,,us:md;court.appeals,,,
Gilm.,"Illinois Reports, Gilman",,state,Gilm.,,,,,,1844-01-01T00:00:00,,,,,,1849-12-31T00:00:00,,,,,,us:il;supreme.court,"Gilm.(Ill.), Gilman, Ill.(Gilm.)",,
Gilmer,"Virginia Reports, Gilmer",,state,Gilmer,,,,,,1820-01-01T00:00:00,,,,,,1821-12-31T00:00:00,,,,,,us:va;supreme.court,"Gil., Gilm., Gilmer (Va.), Va.(Gilmer)",,
Gilp.,"Gilpin, United States (US) District Court Reports",,federal,Gilp.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Gilp,,
Goebel,Goebel's Probate Reports (Ohio),,state,Goebel,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:oh;probate.court,"Goebel's Rep., Ohio Prob., Ohio Prob. Ct.",,
Gov't Cont. Rep. (CCH),Government Contracts Reporter,,specialty,Gov't Cont. Rep. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Gov't Empl. Rel. Rep. (BNA),Government Employee Relations Report,,specialty,Gov't Empl. Rel. Rep. (BNA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Grant,"Pennsylvania State Reports, Grant",,state,Grant,,,,,,1814-01-01T00:00:00,,,,,,1863-12-31T00:00:00,,,,,,us:pa;supreme.court,"Gr., Grant (Pa.), Grant Cas., Grant Cas.(Pa.), Grant Pa.",,
Gratt.,"Virginia Reports, Grattan",,state,Gratt.,,,,,,1844-01-01T00:00:00,,,,,,1880-12-31T00:00:00,,,,,,us:va;supreme.court,"Gratt.(Va.), Va.(Gratt.)",,
Gray,"Massachusetts Reports, Gray",,state,Gray,,,,,,1854-01-01T00:00:00,,,,,,1860-12-31T00:00:00,,,,,,us:ma;appeals.court,"Gray (Mass.), Mass.(Gray)",,
Greene,"Iowa Reports, Greene",,state,Greene,,,,,,1847-01-01T00:00:00,,,,,,1854-12-31T00:00:00,,,,,,us:ia;supreme.court,Greene G.(Iowa),,
Guam,Guam Reports,,state,Guam,,,,,,1955-01-01T00:00:00,,,,,,,,,,,,us:c9:gu.d;district.court,,,
Guam LEXIS,LexisNexis Guam Supreme Court,,state,Guam LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:gu;supreme.court,,,
Gummere,Gummere's Reports,,state,Gummere,,,,,,1915-01-01T00:00:00,,,,,,1922-12-31T00:00:00,,,,,,us:nj;supreme.court,,,Estimated date range. https://www.njstatelib.org/research_library/legal_resources/historical_laws/reporters/
Gunby,"Louisiana Court of Appeals Reports, Gunby",,state,Gunby,,,,,,1885-01-01T00:00:00,,,,,,1885-12-31T00:00:00,,,,,,us:la;supreme.court,Gunby (La.),,
H. & G.,"Maryland Reports, Harris and Gill",,state,H. & G.,,,,,,1826-01-01T00:00:00,,,,,,1829-12-31T00:00:00,,,,,,us:md;court.appeals,,,
H. & J.,"Maryland Reports, Harris and Johnson",,state,H. & J.,,,,,,1800-01-01T00:00:00,,,,,,1826-12-31T00:00:00,,,,,,us:md;court.appeals,,,
H. & McH.,"Maryland Reports, Harris and McHenry",,state,H. & McH.,,,,,,1770-01-01T00:00:00,,,,,,1799-12-31T00:00:00,,,,,,us:md;court.appeals,,,
Hall,Hall's Reports (1-2 New York Superior),,state,Hall,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ny;superior.court,"Hall R., Hall Rep., Hall's R., Hall's Sup. Court Rep., Hall's Sup. Ct. R., Hall.",,
Handy,Handy's Ohio Reports (12 Ohio Dec.),,state,Handy,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:oh;supreme.court,"H., Han, Hand., Handy (Ohio)",,
Handy R.,"Handy, Cincinnati Superior Court Reports (Ohio)",,state,Handy R.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:oh;superior.court,,,
Hard.,"Kentucky Reports, Hardin",,state,Hard.,,,,,,1805-01-01T00:00:00,,,,,,1808-12-31T00:00:00,,,,,,us:ky;supreme.court,"Hardin, Hardin(Ky.), Ky.(Hard.)",,
Hard.,Hardesty Team Reports (Del.),,state,Hard.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:de;supreme.court,"Hardes, Hardes., Hardesty",,Reporter covered atleast the 1890s
Harp.,"South Carolina Reports, Harper",,state,Harp.,,,,,,1823-01-01T00:00:00,,,,,,1831-12-31T00:00:00,,,,,,us:sc;supreme.court,"Harp.L., Harp.L.(S.C.), Harper, S.C.L.(Harp.)",,
Harp. Eq.,"South Carolina Reports, Harper's Equity",,state,Harp. Eq.,,,,,,1824-01-01T00:00:00,,,,,,1824-12-31T00:00:00,,,,,,us:sc;supreme.court,"Harp., Harp.Eq.(S.C.), Harper, S.C.Eq.(Harp.Eq.)",,
Harr. Ch.,Harrington's Michigan Chancery Reports (1836-42),,state,Harr. Ch.,,,,,,1836-01-01T00:00:00,,,,,,1842-12-31T00:00:00,,,,,,us:mi;chancery.court,"Har., Har. Ch., Har. Chy., Harr., Harr. (Mich.), Harr. Ch. (Mich.), Harr. Ch. R., Harring., Harring. Ch. (Mich.), Harrington",,
Harrington,"Delaware Reports, Harrington",,state,Harrington,,,,,,1832-01-01T00:00:00,,,,,,1855-12-31T00:00:00,,,,,,us:de;supreme.court,,,
Hasb.,Hasbrouck's Reports (Idaho),,state,Hasb.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:id;supreme.court,,,
Hask.,Haskell's Reports for U.S. Courts in Maine (Fox's Decisions),,federal,Hask.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Haskell C.C.,Haskell's Reports,,federal,Haskell C.C.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Haw.,Hawaii Reports,,state,Haw.,,,,,,1847-01-01T00:00:00,,,,,,,,,,,,us:hi;supreme.court,"H., H. Rep., Haw. Rep., Hawai'i, Hawaii, Hawaii Rep.",,
Haw. App.,Hawaii Appellate Reports,,state,Haw. App.,,,,,,1980-01-01T00:00:00,,,,,,1994-12-31T00:00:00,,,,,,us:hi;court.appeals,"Haw.App., Hawaii App.",,
Haw. App. LEXIS,LexisNexis Hawaii Court Appeals,,state,Haw. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:hi;court.appeals,,,
Haw. LEXIS,LexisNexis Supreme Court of Hawaii,,state,Haw. LEXIS,,,,,,1847-01-01T00:00:00,,,,,,,,,,,,us:hi;supreme.court,,,
Hawks,"North Carolina Reports, Hawks",,state,Hawks,,,,,,1820-01-01T00:00:00,,,,,,1826-12-31T00:00:00,,,,,,us:nc;supreme.court,"Hawks Rep., Hawks(N.C.), N.C.(Hawks)",,
Hay. & Haz.,"District of Columbia Reports, Hayward & Hazelton",,state,Hay. & Haz.,,,,,,1841-01-01T00:00:00,,,,,,1862-12-31T00:00:00,,,,,,us:dc;court.appeals,Hayw.& H.,,
Hayw.,"North Carolina Reports, Haywood",,state,Hayw.,,,,,,1789-01-01T00:00:00,,,,,,1806-12-31T00:00:00,,,,,,us:nc;supreme.court,"Hay., Hay. Rep., Hayw. Rep., Hayw.N.C., N.C.(Hayw.)",,
Hayw.,"Tennessee Reports, Haywood",,state,Hayw.,,,,,,1816-01-01T00:00:00,,,,,,1818-12-31T00:00:00,,,,,,us:tn;supreme.court,"Hayw. Rep., Hayw.(Tenn.), Hayw.Tenn., Tenn.(Hayw.)",,
Hayw. & H.D.C.,Hayward & Hazelton Circuit Court Reports (D.C.),,federal,Hayw. & H.D.C.,,,,,,1893-01-01T00:00:00,,,,,,1941-12-31T00:00:00,,,,,,us:dc;circuit.court,"Hay. & H., Hay. & Haz., Hayw. & H.",,
Head,"Tennessee Reports, Head",,state,Head,,,,,,1858-01-01T00:00:00,,,,,,1860-12-31T00:00:00,,,,,,us:tn;supreme.court,"Head(Tenn.), Tenn.(Head)",,
Heisk.,"Tennessee Reports, Heiskell",,state,Heisk.,,,,,,1870-01-01T00:00:00,,,,,,1879-12-31T00:00:00,,,,,,us:tn;supreme.court,"Heisk.(Tenn.), Tenn.(Heisk.)",,
Hempst.,Hempstead (AR),,state,Hempst.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ar;supreme.court,"Ark. Terr. Rep., Hemp.",,Territory of Arkansas reporter without a volume
Hen. & M.,"Virginia Reports, Hening & Munford",,state,Hen. & M.,,,,,,1806-01-01T00:00:00,,,,,,1810-12-31T00:00:00,,,,,,us:va;supreme.court,"H.& M., H.& M.(Va.), Hen., Hen.& Mun., Va.(Hen.& M.)",,
Hill,Hill's New York Reports,,state,Hill,,,,,,1841-01-01T00:00:00,,,,,,1844-12-31T00:00:00,,,,,,us:ny;court.appeals,"H., H. Rep., Hill Rep., Hill.N.Y.",,
Hill,"South Carolina Reports, Hill",,state,Hill,,,,,,1833-01-01T00:00:00,,,,,,1837-12-31T00:00:00,,,,,,us:sc;supreme.court,"Hill Law, Hill Rep., Hill S.C., S.C.L.(Hill)",,
Hill & Den.,Hill and Denio Supplement (Lalor),,state,Hill & Den.,,,,,,1842-01-01T00:00:00,,,,,,1844-12-31T00:00:00,,,,,,us:ny;court.appeals,"Hill & D.Supp., Hill & Den.Supp., Lalor, Lalor Supp.",,
Hill Eq.,"South Carolina Reports, Hill's Chancery",,state,Hill Eq.,,,,,,1833-01-01T00:00:00,,,,,,1837-12-31T00:00:00,,,,,,us:sc;supreme.court,"Hill, Hill Ch., Hill Ch. Rep., Hill Eq.(S.C.), Hill Rep., Hill S.C., S.C.Eq.(Hill Eq.)",,
Hilles' Notebook,Hilles Notebook,,specialty,Hilles' Notebook,,,,,,1792-01-01T00:00:00,,,,,,1830-12-31T00:00:00,,,,,,us:de;,Hilles’ Notebook,,"Dates are rough, but wide, estimated from a series called Delaware Cases, which had these dates. See: http://www.worldcat.org/oclc/2882722"
Hilt.,Hilton's Common Pleas Reports,,state,Hilt.,,,,,,1855-01-01T00:00:00,,,,,,1860-12-31T00:00:00,,,,,,us:ny;court.appeals,,,
Hoff. Ch.,Hoffman's Chancery Reports,,state,Hoff. Ch.,,,,,,1838-01-01T00:00:00,,,,,,1840-12-31T00:00:00,,,,,,us:ny;court.appeals,"Hoff., Hoff. Ch. Rep., Hoff.Cha., Hoff.N.Y., Hoffm., Hoffm.Ch.(N.Y.)",,
Holmes,Holmes Circuit Court Reports (US),,federal,Holmes,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Hopk. Ch.,Hopkins' Chancery Reports,,state,Hopk. Ch.,,,,,,1823-01-01T00:00:00,,,,,,1826-12-31T00:00:00,,,,,,us:ny;court.appeals,Hopk. Ch. Rep.,,
Hosea's Rep.,Cincinnati Superior Court Decisions (Ohio),,state,Hosea's Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:oh;superior.court,,,
Hous. & Dev. Rep. (RIA),Housing & Development Reporter,,specialty,Hous. & Dev. Rep. (RIA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Houston,"Delaware Reports, Houston",,state,Houston,,,,,,1855-01-01T00:00:00,,,,,,1893-12-31T00:00:00,,,,,,us:de;supreme.court,"Houst., Houston Criminal",http://www.worldcat.org/oclc/60796628,
How.,Howard's Supreme Court Reports,,scotus_early,How.,,,,,,1843-01-01T00:00:00,,,,,,1860-12-31T00:00:00,,,,,,us;supreme.court,"HOW, How. Rep., U.S.(How.)",,
How. App. Cas.,Howard's Appeal Cases,,state,How. App. Cas.,,,,,,1855-01-01T00:00:00,,,,,,1860-12-31T00:00:00,,,,,,us:ny;court.appeals,,,
How. N.P.,"Howell, Nisi Prius",,federal,How. N.P.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,"How. N.P. (Mich.), How.N.P., Howell N.P.",,
How. Pr.,Howard's Practice Reports,,state,How. Pr.,,,,,,1844-01-01T00:00:00,,,,,,1886-12-31T00:00:00,,,,,,us:ny;court.appeals,"How. Pr. Rep., How.P.R., How.Prac.(N.Y.), N.Y.Spec.Term R., N.Y.Spec.Term Rep.",,
How. Pr. (n.s.),Howard's Practice Reports (n.s.),,state,How. Pr. (n.s.),,,,,,1879-01-01T00:00:00,,,,,,1886-12-31T00:00:00,,,,,,us:ny;court.appeals,,,
Howard,"Mississippi Reports, Howard",,state,Howard,,,,,,1834-01-01T00:00:00,,,,,,1843-12-31T00:00:00,,,,,,us:ms;supreme.court,"How., How. Rep., Howard Rep., Miss.(Howard)",,
Hughes,"Kentucky Reports, Hughes",,state,Hughes,,,,,,1785-01-01T00:00:00,,,,,,1801-12-31T00:00:00,,,,,,us:ky;supreme.court,"Hugh., Ky.(Hughes)",,
Hum.,"Tennessee Reports, Humphreys",,state,Hum.,,,,,,1839-01-01T00:00:00,,,,,,1851-12-31T00:00:00,,,,,,us:tn;supreme.court,"Hum. Rep., Humph., Humph. Rep., Tenn.(Hum.)",,
Hun,Hun's Supreme Court Reports,,state,Hun,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ny;supreme.court,Hun.,,
Hun,Hun's New York Appellate Division Reports,,state,Hun,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ny;court.appeals,,,
Hunt Mer. Mag.,"Hunt's Merchant's Magazine, New York",,specialty,Hunt Mer. Mag.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,"Hunt, Mer. Mag., Hunt. Mer. Mag.",,
I. & N. Dec.,Administrative Decisions Under Immigration and Nationality Laws,,federal,I. & N. Dec.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us;federal,"I&N, I&N Dec., I&NDec., IN Dec.",https://law.resource.org/pub/us/code/blue/IndigoBook.html#T2,
I.C.C.,Interstate Commerce Commission Reporter,,federal,I.C.C.,I.C.C.2d,,,,,1750-01-01T00:00:00,1750-01-01T00:00:00,,,,,,,,,,,us;federal,,https://law.resource.org/pub/us/code/blue/IndigoBook.html#T2,
I.E.R. Cas. (BNA),Individual Employment Rights Cases,,specialty,I.E.R. Cas. (BNA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,"BNA IER CAS, I.E.R., I.E.R. Cas.",,Bloomberg reporter
I.R.B.,Internal Revenue Bulletin,,federal,I.R.B.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us;federal,,https://law.resource.org/pub/us/code/blue/IndigoBook.html#T2,
I.T.R.D. (BNA),International Trade Reporter Decisions,,specialty,I.T.R.D. (BNA),,,,,,1980-01-01T00:00:00,,,,,,,,,,,,"us:c;court.appeals.federal.circuit, us:c;court.international.trade","I.T.R.D., ITRD, Int'l Trade Rep. (BNA)",,
IL,Illlinois Neutral Citation,,neutral,IL,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;supreme.court,,,
IL App (1st),Illlinois Neutral Citation,,neutral,IL App (1st),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;court.appeals,"IL App. (1st), Il App (1st), Il App. (1st)",,
IL App (2d),Illlinois Neutral Citation,,neutral,IL App (2d),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;court.appeals,"IL App (2nd), IL App. (2d), Il App (2d), Il App. (2d)",,
IL App (3d),Illlinois Neutral Citation,,neutral,IL App (3d),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;court.appeals,"IL App (3rd), IL App. (3d), Il App (3d), Il App. (3d)",,
IL App (4th),Illlinois Neutral Citation,,neutral,IL App (4th),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;court.appeals,"IL App. (4th), Il App (4th), Il App. (4th)",,
IL App (5th),Illlinois Neutral Citation,,neutral,IL App (5th),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;court.appeals,"IL App. (5th), Il App (5th), Il App. (5th)",,
IRS Pos. (CCH),IRS Positions,,specialty,IRS Pos. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Ida. App. LEXIS,LexisNexis Idaho Appeals Court,,state,Ida. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:id;appeals.court,,,
Ida. App. Unpub. LEXIS,LexisNexis Idaho Court of Appeals,,state,Ida. App. Unpub. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:id;appeals.court,,,
Ida. LEXIS,LexisNexis Idaho Supreme Court,,state,Ida. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:id;supreme.court,,,
Idaho,Idaho Reports,,state,Idaho,,,,,,1982-01-01T00:00:00,,,,,,,,,,,,us:id;supreme.court,Ida.,,
Ill.,Illinois Reports,,state,Ill.,Ill. 2d,,,,,1849-01-01T00:00:00,1849-01-01T00:00:00,,,,,,,,,,,us:il;supreme.court,"Ill. Rep., Ill.2d",,
Ill. App.,Illinois Appellate Court Reports,,state,Ill. App.,Ill. App. 2d,Ill. App. 3d,,,,1877-01-01T00:00:00,1877-01-01T00:00:00,1877-01-01T00:00:00,,,,,,,,,,us:il;court.appeals,"Ill. App. Rep., Ill. App.2d, Ill. App.3d, Ill.A., Ill.A.2d, Ill.A.3d, Ill.App., Ill.App.2d, Ill.App.3d",,
Ill. App. LEXIS,LexisNexis Illinois Court of Appeals,,state,Ill. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;court.appeals,,,
Ill. App. Unpub. LEXIS,LexisNexis Illinois Appeals Court Unpublished,,state,Ill. App. Unpub. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;appeals.court,,,
Ill. C.C.,"Matthew and Bangs, Illinois Circuit Court Reports (III.)",,state,Ill. C.C.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;supreme.court,Ill.C.C.,,
Ill. Cir. Ct.,Illinois Circuit Court Reports,,state,Ill. Cir. Ct.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;circuit.court,Ill. Cir. Ct. Rep.,,
Ill. Ct. Cl.,Illinois Court of Claims Reports,,state,Ill. Ct. Cl.,,,,,,1889-01-01T00:00:00,,,,,,,,,,,,us:il;supreme.court,,,
Ill. Ct. Cl. LEXIS,LexisNexis Illinois Court of Claims,,state,Ill. Ct. Cl. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;court.claims,,,
Ill. Dec.,West's Illinois Decisions,,state,Ill. Dec.,,,,,,1976-01-01T00:00:00,,,,,,,,,,,,us:il;supreme.court,"Ill.Dec., Ill.Decs.",,
Ill. LEXIS,LexisNexis Illinois Supreme Court,,state,Ill. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:il;supreme.court,,,
Immigr. L. Serv. (West),Immigration Law Service,,specialty,Immigr. L. Serv. (West),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Ind.,Indiana Reports,,state,Ind.,,,,,,1848-01-01T00:00:00,,,,,,1981-12-31T00:00:00,,,,,,us:in;supreme.court,Ind.Rep.,,
Ind. App.,Indiana Court of Appeals Reports,,state,Ind. App.,,,,,,1890-01-01T00:00:00,,,,,,1979-12-31T00:00:00,,,,,,us:in;supreme.court,Ind.App.,,Harvard identified this court name as Appellate Court of Indiana.
Ind. App. LEXIS,LexisNexis Indiana Court of Appeals,,state,Ind. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:in;appeals.court,,,
Ind. App. Unpub. LEXIS,LexisNexis Indiana Appeals Court Unpublished,,state,Ind. App. Unpub. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:in;appeals.court,,,
Ind. Dec.,Indiana Decisions (Ind.),,state,Ind. Dec.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:in;supreme.court,,,
Ind. L. Rep.,Indiana Law Reporter (1881),,state,Ind. L. Rep.,,,,,,1881-01-01T00:00:00,,,,,,,,,,,,us:in;supreme.court,,,
Ind. L. Rep.,Indian Law Reporter,,specialty,Ind. L. Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Ind. LEXIS,LexisNexis Indiana Supreme Court,,state,Ind. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:in;supreme.court,,,
Ind. Tax LEXIS,LexisNexis Indiana Tax Court,,state,Ind. Tax LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:in;tax.court,,,
Indian Terr.,Indian Territory Reports,,state,Indian Terr.,,,,,,1896-01-01T00:00:00,,,,,,1907-12-31T00:00:00,,,,,,us:ok;supreme.court,"Ind. T., Ind.T.",,The court name is Court of Appeals of Indian Territory.
Indian Terr. LEXIS,LexisNexis Court of Appeals of Indian Territory,,state,Indian Terr. LEXIS,,,,,,1896-01-01T00:00:00,,,,,,1907-12-31T00:00:00,,,,,,us:ok;supreme.court,,,
Inher. Est. & Gift Tax Rep. (CCH),"Inheritance, Estate and Gift Tax Reports",,specialty,Inher. Est. & Gift Tax Rep. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Ins. L. Rep. (CCH),Insurance Law Reports,,specialty,Ins. L. Rep. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Ins. L.J.,Insurance Law Journal,,specialty,Ins. L.J.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Ins. Law J.,,
Int'l Env't Rep. (BNA),International Environment Reporter (Bureau of National Affairs),,specialty,Int'l Env't Rep. (BNA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Int. Rev. Rec.,Internal Revenue Record,,federal,Int. Rev. Rec.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Interior Dec.,Interior Decisions,,federal,Interior Dec.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us;federal,,https://law.resource.org/pub/us/code/blue/IndigoBook.html#T2,
Iowa,Iowa Reports,,state,Iowa,,,,,,1855-01-01T00:00:00,,,,,,1968-12-31T00:00:00,,,,,,us:ia;supreme.court,"Ia., Iowa Rep.",,
Iowa App. LEXIS,LexisNexis Iowa Appeals Court,,state,Iowa App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ia;supreme.court,,,
Iowa Sup. LEXIS,LexisNexis Iowa Supreme Court,,state,Iowa Sup. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ia;supreme.court,,,
Ired.,"North Carolina Reports, Iredell's Law",,state,Ired.,,,,,,1840-01-01T00:00:00,,,,,,1852-12-31T00:00:00,,,,,,us:nc;supreme.court,"Ired. Law, Ired. Law Rep., Ired. Rep., Ired.L., Ired.L.(N.C.), N.C.(Ired.)",,
Ired. Eq.,"North Carolina Reports, Iredell's Equity",,state,Ired. Eq.,,,,,,1840-01-01T00:00:00,,,,,,1852-12-31T00:00:00,,,,,,us:nc;supreme.court,"Ired., Ired. Eq. Rep., Ired. Rep., Ired.Eq.(N.C.), N.C.(Ired.Eq.)",,
J.J. Marsh.,"Kentucky Reports, Marshall, J.J.",,state,J.J. Marsh.,,,,,,1829-01-01T00:00:00,,,,,,1832-12-31T00:00:00,,,,,,us:ky;supreme.court,"J.J.Mar., J.J.Marsh.(Ky.), Ky.(J.J.Marsh.), Marsh., Marsh. Rep., Marsh.(Ky.), Marsh.J.J.",,
Jeff.,Jefferson's Reports (Virginia General Court),,state,Jeff.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,"Jeff. (Va.), Jefferson",,
Johns.,Johnson's Reports,,state,Johns.,,,,,,1806-01-01T00:00:00,,,,,,1823-12-31T00:00:00,,,,,,us:ny;court.appeals,"J., J. Rep., John., John. Rep., Johns.Ct.Err., Johns.N.Y., Johns.Rep., Johnson, Johnson Rep.",,
Johns. Cas.,Johnson's Cases,,state,Johns. Cas.,,,,,,1799-01-01T00:00:00,,,,,,1803-12-31T00:00:00,,,,,,us:ny;court.appeals,Johns.Cas.(N.Y.),,
Johns. Ch.,Johnsons' Chancery Reports,,state,Johns. Ch.,,,,,,1814-01-01T00:00:00,,,,,,1823-12-31T00:00:00,,,,,,us:ny;court.appeals,"J.Ch., Johns., Johns. Ch. Rep., Johns.(N.Y.), Johns.Ch.(N.Y.), Johns.Ch.Cas., Johns.Rep., Johnson, Johnson Rep.",,
Jones,"North Carolina Reports, Jones' Law",,state,Jones,,,,,,1853-01-01T00:00:00,,,,,,1862-12-31T00:00:00,,,,,,us:nc;supreme.court,"Jones L., Jones N.C., N.C.(Jones)",,
Jones & S.,Jones & Spencer's Reports (33-61 New York Superior),,state,Jones & S.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ny;superior.court,Jones & Spencer,,
Jones Eq.,"North Carolina Reports, Jones' Equity",,state,Jones Eq.,,,,,,1853-01-01T00:00:00,,,,,,1863-12-31T00:00:00,,,,,,us:nc;supreme.court,"Jones, N.C.(Jones Eq.)",,
Jones Law,Jones' North Carolina Law Reports,,state,Jones Law,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:nc;supreme.court,Jones Law.,,
